Campaign_ID,Platform,Budget,Impressions,Clicks,Engagement,Leads,Conversions,Revenue,Audience,Location,Campaign_Duration_Days,Objective,CTR,Conversion_Rate,CPC,ROI
CAMP_1023,LinkedIn,97051.95,210674,3612,9286,191,120,505306.83,25-34,Hyderabad,16,Website Traffic,1.71,3.32,26.87,420.66
CAMP_1024,LinkedIn,93642.38,195551,3657,5429,163,80,275621.02,18-24,Coimbatore,6,Lead Generation,1.87,2.19,25.61,194.33
CAMP_1025,LinkedIn,87713.79,193189,3511,9054,279,235,314257.07,35-44,Hyderabad,23,Website Traffic,1.82,6.69,24.98,258.28
CAMP_1026,Instagram,45073.83,240215,8325,17156,411,330,985085.58,35-44,Chennai,22,Sales,3.47,3.96,5.41,2085.49
CAMP_1027,YouTube,70673.67,312054,6256,16298,205,167,697352.59,55+,Hyderabad,4,Brand Awareness,2.0,2.67,11.3,886.72
CAMP_1028,YouTube,90768.78,383526,7740,11167,265,117,442247.6,25-34,Bangalore,14,Lead Generation,2.02,1.51,11.73,387.22
CAMP_1029,Instagram,85790.8,497082,20923,50618,791,610,1466884.98,25-34,Delhi,3,Website Traffic,4.21,2.92,4.1,1609.84
CAMP_1030,YouTube,44361.07,221592,5663,12963,224,138,598675.99,55+,Coimbatore,26,Sales,2.56,2.44,7.83,1249.55
CAMP_1031,Google Ads,15676.67,45567,2690,5565,126,89,166151.81,25-34,Hyderabad,22,Lead Generation,5.9,3.31,5.83,959.87
CAMP_1032,Facebook,12184.88,75444,2461,6145,150,69,155276.75,45-54,Chennai,7,Brand Awareness,3.26,2.8,4.95,1174.34
CAMP_1033,Google Ads,59821.08,170562,6128,13710,237,167,601028.16,18-24,Delhi,8,Lead Generation,3.59,2.73,9.76,904.71
CAMP_1034,Google Ads,66049.65,212813,9972,25960,733,592,1029166.19,35-44,Coimbatore,26,Brand Awareness,4.69,5.94,6.62,1458.17
CAMP_1035,Google Ads,85735.05,272728,13833,25034,1197,579,1595346.55,18-24,Chennai,13,Lead Generation,5.07,4.19,6.2,1760.79
CAMP_1036,Facebook,32788.93,195439,4674,10020,132,62,218465.75,35-44,Mumbai,10,Website Traffic,2.39,1.33,7.02,566.28
CAMP_1037,Instagram,20909.7,115396,2665,6910,110,44,141604.49,45-54,Bangalore,9,Sales,2.31,1.65,7.85,577.22
CAMP_1038,Facebook,41005.55,274025,8254,12742,297,144,210143.76,25-34,Mumbai,6,Website Traffic,3.01,1.74,4.97,412.48
CAMP_1039,Google Ads,38589.64,105086,7221,14277,504,311,984867.69,55+,Bangalore,8,Website Traffic,6.87,4.31,5.34,2452.16
CAMP_1040,Instagram,17584.55,87596,2797,7656,59,45,133279.11,45-54,Hyderabad,18,Brand Awareness,3.19,1.61,6.29,657.93
CAMP_1041,Facebook,68866.85,450452,14084,27573,519,254,738693.31,18-24,Coimbatore,22,Brand Awareness,3.13,1.8,4.89,972.64
CAMP_1042,YouTube,53325.73,243446,5073,8140,230,152,588813.02,55+,Hyderabad,17,Brand Awareness,2.08,3.0,10.51,1004.18
CAMP_1043,Instagram,73506.66,406078,11961,21072,842,497,776326.76,25-34,Bangalore,16,Website Traffic,2.95,4.16,6.15,956.13
CAMP_1044,Facebook,38505.66,258816,8446,22096,446,220,793240.26,45-54,Bangalore,25,Lead Generation,3.26,2.6,4.56,1960.06
CAMP_1045,YouTube,35941.71,172578,2692,7343,114,69,251114.02,55+,Bangalore,14,Lead Generation,1.56,2.56,13.35,598.67
CAMP_1046,Facebook,49894.71,354629,6599,17950,225,98,343149.31,45-54,Delhi,14,Website Traffic,1.86,1.49,7.56,587.75
CAMP_1047,Google Ads,88353.7,295873,12048,27931,583,390,1061379.51,45-54,Chennai,18,Website Traffic,4.07,3.24,7.33,1101.28
CAMP_1048,Google Ads,8826.72,28744,1824,3676,217,88,204506.68,25-34,Coimbatore,17,Sales,6.35,4.82,4.84,2216.9
CAMP_1049,YouTube,81459.12,368670,7864,11735,337,241,559321.9,35-44,Hyderabad,15,Brand Awareness,2.13,3.06,10.36,586.63
CAMP_1050,Google Ads,40053.82,123725,7266,10152,441,194,687092.01,55+,Hyderabad,13,Brand Awareness,5.87,2.67,5.51,1615.42
CAMP_1051,YouTube,86188.81,391666,10708,13874,498,423,1138897.1,25-34,Mumbai,19,Website Traffic,2.73,3.95,8.05,1221.4
CAMP_1052,Instagram,81209.29,459211,11618,14271,496,378,800740.61,45-54,Bangalore,23,Website Traffic,2.53,3.25,6.99,886.02
CAMP_1053,LinkedIn,38132.32,76558,1677,4369,109,57,179646.38,25-34,Bangalore,17,Lead Generation,2.19,3.4,22.74,371.11
CAMP_1054,YouTube,70918.27,329153,6419,16012,290,163,637858.21,35-44,Bangalore,16,Website Traffic,1.95,2.54,11.05,799.43
CAMP_1055,LinkedIn,20165.11,43939,713,1503,33,16,17942.9,55+,Hyderabad,12,Lead Generation,1.62,2.24,28.28,-11.02
CAMP_1056,Instagram,90146.75,515121,16725,46796,776,569,2503425.34,35-44,Mumbai,14,Website Traffic,3.25,3.4,5.39,2677.06
CAMP_1057,YouTube,43426.65,188271,4123,11235,91,49,61149.4,18-24,Chennai,18,Sales,2.19,1.19,10.53,40.81
CAMP_1058,Instagram,48284.43,254096,7823,17587,444,323,885749.09,55+,Delhi,17,Sales,3.08,4.13,6.17,1734.44
CAMP_1059,Instagram,72047.11,407649,14478,28135,738,265,772939.91,35-44,Coimbatore,12,Lead Generation,3.55,1.83,4.98,972.83
CAMP_1060,Facebook,82979.82,538426,15307,22095,543,227,317245.79,45-54,Chennai,6,Brand Awareness,2.84,1.48,5.42,282.32
CAMP_1061,YouTube,27452.56,118755,2404,4868,105,56,234983.7,55+,Hyderabad,29,Sales,2.02,2.33,11.42,755.96
CAMP_1062,LinkedIn,67828.26,166637,2775,4030,166,67,174017.86,55+,Delhi,25,Lead Generation,1.67,2.41,24.44,156.56
CAMP_1063,YouTube,42239.81,212157,4646,8537,142,92,130201.51,25-34,Delhi,11,Website Traffic,2.19,1.98,9.09,208.24
CAMP_1064,Instagram,40026.78,194222,4697,12721,271,102,353104.07,45-54,Delhi,23,Website Traffic,2.42,2.17,8.52,782.17
CAMP_1065,Instagram,70552.45,367593,9488,16577,503,392,1288996.21,18-24,Bangalore,22,Lead Generation,2.58,4.13,7.44,1727.0
CAMP_1066,Facebook,41782.41,263568,6892,9955,338,247,1078480.06,35-44,Coimbatore,11,Brand Awareness,2.61,3.58,6.06,2481.18
CAMP_1067,Google Ads,37880.31,121887,7361,15692,634,290,721943.04,25-34,Hyderabad,23,Lead Generation,6.04,3.94,5.15,1805.85
CAMP_1068,Google Ads,84409.4,308777,23533,50920,1592,942,1755949.7,35-44,Hyderabad,27,Lead Generation,7.62,4.0,3.59,1980.28
CAMP_1069,Instagram,14621.23,82145,2553,3855,120,69,77002.51,18-24,Delhi,26,Sales,3.11,2.7,5.73,426.65
CAMP_1070,Instagram,69209.8,380918,8297,12566,278,198,700769.02,18-24,Hyderabad,22,Lead Generation,2.18,2.39,8.34,912.53
CAMP_1071,Instagram,28628.91,144569,3968,11044,220,121,377786.16,55+,Coimbatore,13,Lead Generation,2.74,3.05,7.21,1219.6
CAMP_1072,Google Ads,6472.33,17661,1087,1728,101,37,162851.76,18-24,Coimbatore,13,Website Traffic,6.15,3.4,5.95,2416.12
CAMP_1073,Google Ads,20842.61,64437,2925,7433,112,55,190508.67,35-44,Mumbai,9,Sales,4.54,1.88,7.13,814.03
CAMP_1074,Google Ads,62632.85,227943,9590,18725,1246,727,3096570.23,45-54,Mumbai,23,Website Traffic,4.21,7.58,6.53,4844.0
CAMP_1075,LinkedIn,72367.08,158091,3180,6029,241,202,902876.1,45-54,Chennai,12,Website Traffic,2.01,6.35,22.76,1147.63
CAMP_1076,Instagram,7000.49,36487,1265,2115,48,38,92809.38,55+,Coimbatore,6,Brand Awareness,3.47,3.0,5.53,1225.76
CAMP_1077,Instagram,8460.42,48702,1145,2792,59,26,37467.61,35-44,Coimbatore,7,Brand Awareness,2.35,2.27,7.39,342.86
CAMP_1078,Facebook,90741.5,476140,11184,29180,398,283,454232.77,35-44,Coimbatore,7,Sales,2.35,2.53,8.11,400.58
CAMP_1079,Google Ads,11964.05,37625,2533,4098,226,185,378537.9,18-24,Mumbai,13,Sales,6.73,7.3,4.72,3063.96
CAMP_1080,LinkedIn,89947.31,213065,4424,5982,263,93,254078.3,35-44,Delhi,11,Brand Awareness,2.08,2.1,20.33,182.47
CAMP_1081,YouTube,26675.76,112062,1846,2620,77,55,73739.16,25-34,Delhi,30,Brand Awareness,1.65,2.98,14.45,176.43
CAMP_1082,Google Ads,75301.69,261087,9219,22757,507,294,583938.2,18-24,Hyderabad,18,Brand Awareness,3.53,3.19,8.17,675.46
CAMP_1083,Instagram,34424.66,201341,6754,12815,270,186,373498.76,25-34,Delhi,11,Brand Awareness,3.35,2.75,5.1,984.97
CAMP_1084,YouTube,86581.44,436935,8687,12258,408,266,243312.42,55+,Bangalore,24,Brand Awareness,1.99,3.06,9.97,181.02
CAMP_1085,LinkedIn,71543.21,141480,2630,4588,127,107,232725.8,45-54,Mumbai,6,Website Traffic,1.86,4.07,27.2,225.29
CAMP_1086,Instagram,43172.28,236379,8428,17048,555,274,361172.53,55+,Coimbatore,4,Sales,3.57,3.25,5.12,736.58
CAMP_1087,Facebook,12248.73,82202,1905,4883,75,56,137029.81,45-54,Delhi,16,Website Traffic,2.32,2.94,6.43,1018.73
CAMP_1088,Google Ads,74606.52,205208,10409,23179,630,294,472614.48,55+,Mumbai,5,Website Traffic,5.07,2.82,7.17,533.48
CAMP_1089,LinkedIn,63604.05,152051,2294,3399,166,94,362803.46,35-44,Delhi,20,Lead Generation,1.51,4.1,27.73,470.41
CAMP_1090,Google Ads,5276.61,16252,755,1098,64,54,64254.13,25-34,Chennai,23,Website Traffic,4.65,7.15,6.99,1117.72
CAMP_1091,LinkedIn,5894.89,14084,279,519,18,13,52212.91,45-54,Coimbatore,8,Brand Awareness,1.98,4.66,21.13,785.73
CAMP_1092,Facebook,81835.33,520369,14948,19736,473,240,717575.0,18-24,Chennai,13,Brand Awareness,2.87,1.61,5.47,776.85
CAMP_1093,Facebook,29642.98,206179,4149,9995,190,125,318888.3,25-34,Coimbatore,23,Lead Generation,2.01,3.01,7.14,975.76
CAMP_1094,Instagram,65432.7,325945,11792,21725,529,198,570056.32,18-24,Mumbai,20,Lead Generation,3.62,1.68,5.55,771.21
CAMP_1095,Google Ads,48150.37,154431,7958,13917,655,316,712261.75,25-34,Hyderabad,14,Lead Generation,5.15,3.97,6.05,1379.24
CAMP_1096,Google Ads,87025.85,239069,14974,30166,1106,784,1065771.84,25-34,Delhi,7,Lead Generation,6.26,5.24,5.81,1124.66
CAMP_1097,Google Ads,92111.31,297509,13374,31219,1529,971,3551109.48,55+,Delhi,11,Lead Generation,4.5,7.26,6.89,3755.24
CAMP_1098,Google Ads,99696.73,319723,14655,30936,1008,590,2501884.22,45-54,Bangalore,22,Website Traffic,4.58,4.03,6.8,2409.49
CAMP_1099,YouTube,19599.99,87059,1911,4747,71,49,211691.93,45-54,Chennai,30,Lead Generation,2.2,2.56,10.26,980.06
CAMP_1100,Instagram,86981.58,452931,11633,25674,511,281,931391.76,25-34,Delhi,28,Website Traffic,2.57,2.42,7.48,970.79
CAMP_1101,Google Ads,30272.03,92138,4817,11853,304,110,261497.58,35-44,Mumbai,20,Sales,5.23,2.28,6.28,763.83
CAMP_1102,LinkedIn,61127.51,136900,1927,4461,96,55,144215.27,35-44,Hyderabad,21,Lead Generation,1.41,2.85,31.72,135.93
CAMP_1103,YouTube,53048.42,246611,4814,7264,187,150,489761.48,18-24,Mumbai,5,Lead Generation,1.95,3.12,11.02,823.23
CAMP_1104,LinkedIn,6708.87,17213,308,395,21,16,61808.98,18-24,Chennai,11,Website Traffic,1.79,5.19,21.78,821.3
CAMP_1105,LinkedIn,93613.27,222565,4017,10627,202,112,251825.47,55+,Bangalore,6,Sales,1.8,2.79,23.3,169.01
CAMP_1106,Google Ads,12441.07,37053,1904,5166,135,49,205820.21,25-34,Delhi,19,Website Traffic,5.14,2.57,6.53,1554.36
CAMP_1107,Instagram,70380.8,409128,13878,32795,572,382,789739.07,18-24,Mumbai,19,Website Traffic,3.39,2.75,5.07,1022.09
CAMP_1108,YouTube,79575.65,387210,8348,19691,324,233,654985.18,18-24,Coimbatore,25,Lead Generation,2.16,2.79,9.53,723.1
CAMP_1109,Facebook,80552.35,477032,13142,21451,401,199,867819.59,25-34,Hyderabad,25,Brand Awareness,2.75,1.51,6.13,977.34
CAMP_1110,Google Ads,17871.98,58987,2879,5954,274,161,688680.09,55+,Mumbai,4,Brand Awareness,4.88,5.59,6.21,3753.41
CAMP_1111,YouTube,47519.15,190306,4765,13283,187,158,537939.81,18-24,Hyderabad,11,Website Traffic,2.5,3.32,9.97,1032.05
CAMP_1112,Google Ads,83795.74,247357,14551,37394,832,531,1098329.27,55+,Delhi,11,Lead Generation,5.88,3.65,5.76,1210.72
CAMP_1113,Google Ads,33754.52,93464,4182,7055,255,134,226262.5,45-54,Coimbatore,7,Sales,4.47,3.2,8.07,570.32
CAMP_1114,Facebook,49436.12,303759,9499,15974,309,205,243645.8,55+,Bangalore,17,Brand Awareness,3.13,2.16,5.2,392.85
CAMP_1115,Facebook,30915.42,185900,6025,11892,319,140,483161.82,35-44,Bangalore,17,Sales,3.24,2.32,5.13,1462.85
CAMP_1116,Facebook,49037.38,296751,8187,15124,422,190,515360.27,35-44,Coimbatore,5,Brand Awareness,2.76,2.32,5.99,950.95
CAMP_1117,Google Ads,89344.6,297416,16313,29263,1525,1239,3667732.03,55+,Hyderabad,21,Lead Generation,5.48,7.6,5.48,4005.15
CAMP_1118,YouTube,48236.8,220847,2919,6431,112,53,137832.43,35-44,Delhi,30,Website Traffic,1.32,1.82,16.53,185.74
CAMP_1119,Google Ads,57811.64,192228,8967,10925,552,279,736171.4,45-54,Mumbai,5,Sales,4.66,3.11,6.45,1173.4
CAMP_1120,Google Ads,43377.75,153192,9705,23499,482,300,886975.51,25-34,Coimbatore,8,Sales,6.34,3.09,4.47,1944.77
CAMP_1121,YouTube,48711.13,258517,4664,11119,163,130,544874.62,35-44,Chennai,6,Website Traffic,1.8,2.79,10.44,1018.58
CAMP_1122,LinkedIn,6441.55,14154,247,625,15,11,11062.91,35-44,Hyderabad,26,Sales,1.75,4.45,26.08,71.74
CAMP_1123,YouTube,31955.82,151468,2689,6847,88,33,124934.45,55+,Bangalore,15,Brand Awareness,1.78,1.23,11.88,290.96
CAMP_1124,YouTube,46475.26,208636,4563,9611,124,86,198303.83,45-54,Coimbatore,29,Website Traffic,2.19,1.88,10.19,326.69
CAMP_1125,Facebook,65210.71,440635,13212,32345,552,332,1189133.48,25-34,Bangalore,15,Brand Awareness,3.0,2.51,4.94,1723.52
CAMP_1126,Facebook,47754.93,318040,9579,19041,200,118,509133.98,55+,Hyderabad,29,Brand Awareness,3.01,1.23,4.99,966.14
CAMP_1127,Google Ads,37092.62,109789,4800,13068,283,197,394518.74,55+,Bangalore,13,Lead Generation,4.37,4.1,7.73,963.6
CAMP_1128,Instagram,41869.38,223055,7275,10950,237,106,129574.05,45-54,Coimbatore,7,Brand Awareness,3.26,1.46,5.76,209.47
CAMP_1129,Instagram,28017.87,172914,7103,18929,306,257,446222.51,25-34,Hyderabad,3,Lead Generation,4.11,3.62,3.94,1492.64
CAMP_1130,Google Ads,92826.96,277340,17309,27931,1351,909,1544876.58,45-54,Chennai,11,Sales,6.24,5.25,5.36,1564.25
CAMP_1131,Facebook,54565.61,337985,9623,13129,494,263,939083.03,25-34,Coimbatore,19,Sales,2.85,2.73,5.67,1621.02
CAMP_1132,Instagram,6273.9,36737,767,1459,31,20,22453.79,45-54,Mumbai,24,Lead Generation,2.09,2.61,8.18,257.89
CAMP_1133,Google Ads,6847.39,21115,1109,2422,141,65,70418.46,55+,Delhi,3,Brand Awareness,5.25,5.86,6.17,928.4
CAMP_1134,Google Ads,97431.36,341837,24373,38255,892,595,2021209.61,55+,Coimbatore,5,Website Traffic,7.13,2.44,4.0,1974.5
CAMP_1135,Facebook,26037.83,176186,6104,12753,361,131,380449.0,18-24,Hyderabad,17,Website Traffic,3.46,2.15,4.27,1361.14
CAMP_1136,Google Ads,81532.79,236768,14104,35156,901,469,1127458.72,35-44,Delhi,28,Lead Generation,5.96,3.33,5.78,1282.83
CAMP_1137,YouTube,10536.15,45648,834,1344,23,17,50512.55,45-54,Coimbatore,23,Sales,1.83,2.04,12.63,379.42
CAMP_1138,Instagram,92510.46,538105,17381,36996,859,648,2298386.32,18-24,Chennai,28,Sales,3.23,3.73,5.32,2384.46
CAMP_1139,Instagram,88069.62,487239,17762,30957,1046,498,633703.48,35-44,Chennai,25,Website Traffic,3.65,2.8,4.96,619.55
CAMP_1140,Facebook,59253.85,312844,10243,20974,515,319,922494.12,45-54,Mumbai,12,Lead Generation,3.27,3.11,5.78,1456.85
CAMP_1141,YouTube,5854.87,24546,544,1233,15,9,34811.11,25-34,Bangalore,10,Website Traffic,2.22,1.65,10.76,494.57
CAMP_1142,Instagram,29492.03,166913,6163,10851,349,196,432130.02,35-44,Delhi,14,Brand Awareness,3.69,3.18,4.79,1365.24
CAMP_1143,Facebook,43648.15,292236,8096,22597,306,142,517854.8,55+,Hyderabad,27,Brand Awareness,2.77,1.75,5.39,1086.43
CAMP_1144,Facebook,48706.09,326449,8971,18857,520,365,1439382.98,18-24,Hyderabad,24,Lead Generation,2.75,4.07,5.43,2855.24
CAMP_1145,Google Ads,33279.48,120329,6071,15294,306,146,562880.38,35-44,Bangalore,17,Lead Generation,5.05,2.4,5.48,1591.37
CAMP_1146,YouTube,8130.05,34911,789,1862,26,21,68066.94,35-44,Chennai,29,Brand Awareness,2.26,2.66,10.3,737.23
CAMP_1147,YouTube,61062.1,263263,6524,16731,320,197,686040.73,55+,Chennai,11,Sales,2.48,3.02,9.36,1023.51
CAMP_1148,Facebook,54794.69,341773,10790,15948,493,387,1445689.06,45-54,Coimbatore,26,Lead Generation,3.16,3.59,5.08,2538.37
CAMP_1149,YouTube,31885.06,125500,2058,3202,50,25,88533.84,25-34,Mumbai,27,Brand Awareness,1.64,1.21,15.49,177.67
CAMP_1150,YouTube,8607.72,39116,649,1285,23,17,42942.83,55+,Delhi,12,Brand Awareness,1.66,2.62,13.26,398.89
CAMP_1151,Facebook,99486.45,612065,20542,52664,477,194,285730.07,25-34,Mumbai,22,Sales,3.36,0.94,4.84,187.21
CAMP_1152,YouTube,50788.69,245480,5319,8065,197,144,290164.34,45-54,Mumbai,11,Sales,2.17,2.71,9.55,471.32
CAMP_1153,Facebook,76820.4,517060,15040,41416,648,352,579422.84,35-44,Coimbatore,17,Sales,2.91,2.34,5.11,654.26
CAMP_1154,Facebook,47969.83,308381,8935,12546,402,235,517281.75,25-34,Mumbai,25,Sales,2.9,2.63,5.37,978.35
CAMP_1155,Facebook,9101.18,56895,2095,3101,117,51,135741.19,18-24,Bangalore,23,Website Traffic,3.68,2.43,4.34,1391.47
CAMP_1156,YouTube,34412.07,160974,3109,4563,107,38,165397.58,18-24,Coimbatore,23,Sales,1.93,1.22,11.07,380.64
CAMP_1157,Google Ads,35410.46,103639,6846,14634,431,294,1280095.42,55+,Bangalore,3,Website Traffic,6.61,4.29,5.17,3515.02
CAMP_1158,YouTube,84643.53,382199,8364,22316,267,172,631329.21,45-54,Coimbatore,4,Lead Generation,2.19,2.06,10.12,645.87
CAMP_1159,YouTube,67151.85,305645,4569,7348,84,56,247996.28,55+,Mumbai,28,Brand Awareness,1.49,1.23,14.7,269.31
CAMP_1160,Google Ads,31165.84,96808,4534,9453,286,137,615521.4,55+,Bangalore,21,Website Traffic,4.68,3.02,6.87,1874.99
CAMP_1161,YouTube,96935.3,434586,8129,12041,254,119,486343.99,55+,Bangalore,16,Lead Generation,1.87,1.46,11.92,401.72
CAMP_1162,Google Ads,35546.47,105562,6948,15354,608,465,551589.0,18-24,Bangalore,10,Lead Generation,6.58,6.69,5.12,1451.74
CAMP_1163,Instagram,99832.23,509118,19891,27792,1182,864,2102767.58,18-24,Coimbatore,8,Website Traffic,3.91,4.34,5.02,2006.3
CAMP_1164,Facebook,99635.55,612505,18242,36230,540,280,790392.94,55+,Hyderabad,14,Lead Generation,2.98,1.53,5.46,693.28
CAMP_1165,Google Ads,23165.0,75833,3778,8494,249,167,224898.45,18-24,Mumbai,28,Lead Generation,4.98,4.42,6.13,870.85
CAMP_1166,YouTube,34710.41,135845,2385,5072,56,43,163876.02,45-54,Bangalore,29,Website Traffic,1.76,1.8,14.55,372.12
CAMP_1167,YouTube,51174.2,223356,5651,8047,255,203,291357.84,55+,Delhi,17,Lead Generation,2.53,3.59,9.06,469.35
CAMP_1168,Instagram,68089.56,440890,10846,15816,516,182,414957.01,18-24,Hyderabad,16,Sales,2.46,1.68,6.28,509.43
CAMP_1169,Google Ads,55164.51,169728,9160,20832,458,347,398385.1,25-34,Delhi,23,Sales,5.4,3.79,6.02,622.18
CAMP_1170,Instagram,97096.94,545959,24906,62122,1823,957,2668628.11,55+,Mumbai,3,Brand Awareness,4.56,3.84,3.9,2648.42
CAMP_1171,Facebook,73778.97,528948,13425,35615,407,289,881261.92,55+,Mumbai,30,Lead Generation,2.54,2.15,5.5,1094.46
CAMP_1172,LinkedIn,25144.26,57304,795,1989,65,35,124132.28,45-54,Bangalore,13,Brand Awareness,1.39,4.4,31.63,393.68
CAMP_1173,Facebook,14984.27,96216,1838,5070,83,54,114591.31,35-44,Bangalore,30,Sales,1.91,2.94,8.15,664.74
CAMP_1174,Google Ads,70398.12,203976,16073,29787,949,639,1933558.66,35-44,Coimbatore,27,Sales,7.88,3.98,4.38,2646.61
CAMP_1175,Facebook,20052.98,128468,3823,6613,131,72,255090.99,45-54,Hyderabad,5,Sales,2.98,1.88,5.25,1172.09
CAMP_1176,Facebook,79829.3,498343,11771,14656,465,282,1027418.08,45-54,Hyderabad,21,Lead Generation,2.36,2.4,6.78,1187.02
CAMP_1177,YouTube,34548.48,168658,3421,6568,154,110,218450.17,45-54,Bangalore,20,Lead Generation,2.03,3.22,10.1,532.3
CAMP_1178,Google Ads,36054.86,124185,6015,13487,409,241,275639.93,35-44,Mumbai,22,Sales,4.84,4.01,5.99,664.5
CAMP_1179,YouTube,6025.85,27457,383,959,13,5,5177.15,45-54,Bangalore,30,Brand Awareness,1.39,1.31,15.73,-14.08
CAMP_1180,Facebook,71596.07,461154,14744,24002,640,228,835623.88,18-24,Mumbai,4,Brand Awareness,3.2,1.55,4.86,1067.14
CAMP_1181,LinkedIn,15760.63,29728,538,1088,22,15,34313.7,55+,Mumbai,27,Website Traffic,1.81,2.79,29.29,117.72
CAMP_1182,Instagram,78423.65,357763,12901,29146,576,446,616458.34,55+,Bangalore,30,Sales,3.61,3.46,6.08,686.06
CAMP_1183,Facebook,51727.44,351571,9856,20526,686,509,796157.53,25-34,Chennai,28,Brand Awareness,2.8,5.16,5.25,1439.14
CAMP_1184,LinkedIn,79506.58,141417,2606,4270,164,83,303625.76,25-34,Hyderabad,9,Sales,1.84,3.18,30.51,281.89
CAMP_1185,Google Ads,60473.02,193927,6375,15772,391,229,699834.81,55+,Delhi,10,Brand Awareness,3.29,3.59,9.49,1057.27
CAMP_1186,LinkedIn,12831.16,28118,589,870,49,23,62216.18,18-24,Mumbai,21,Website Traffic,2.09,3.9,21.78,384.88
CAMP_1187,Facebook,77736.97,533717,12017,31821,848,716,2250264.35,35-44,Mumbai,24,Website Traffic,2.25,5.96,6.47,2794.72
CAMP_1188,Google Ads,11630.95,36244,1695,4617,108,52,72539.92,35-44,Chennai,17,Sales,4.68,3.07,6.86,523.68
CAMP_1189,Instagram,50476.66,320858,9292,16585,461,257,526477.88,18-24,Delhi,12,Brand Awareness,2.9,2.77,5.43,943.01
CAMP_1190,Facebook,21373.18,131403,2316,4173,81,56,125811.21,35-44,Coimbatore,24,Lead Generation,1.76,2.42,9.23,488.64
CAMP_1191,Google Ads,76471.84,260890,12844,30687,1158,913,1855391.27,45-54,Chennai,3,Website Traffic,4.92,7.11,5.95,2326.24
CAMP_1192,Facebook,91601.17,503887,12453,24035,524,197,790344.05,55+,Delhi,8,Sales,2.47,1.58,7.36,762.81
CAMP_1193,Instagram,57641.99,261258,7792,9707,504,252,754265.26,55+,Chennai,15,Sales,2.98,3.23,7.4,1208.53
CAMP_1194,Facebook,55078.99,343467,6672,17826,506,321,1131703.82,18-24,Mumbai,16,Brand Awareness,1.94,4.81,8.26,1954.69
CAMP_1195,Google Ads,77576.5,215263,13817,26103,968,638,1117866.55,35-44,Hyderabad,5,Sales,6.42,4.62,5.61,1340.99
CAMP_1196,YouTube,5482.49,24801,558,851,11,4,7402.67,25-34,Chennai,13,Website Traffic,2.25,0.72,9.83,35.02
CAMP_1197,LinkedIn,92187.07,198088,3011,6290,172,117,200211.52,25-34,Coimbatore,5,Sales,1.52,3.89,30.62,117.18
CAMP_1198,LinkedIn,23757.64,55351,892,1383,52,32,108055.25,35-44,Bangalore,21,Sales,1.61,3.59,26.63,354.82
CAMP_1199,Facebook,98491.29,563155,18147,27758,956,730,1574279.74,25-34,Delhi,12,Lead Generation,3.22,4.02,5.43,1498.39
CAMP_1200,Google Ads,74944.13,242157,12701,26331,939,433,1021145.15,18-24,Chennai,29,Lead Generation,5.24,3.41,5.9,1262.54
CAMP_1201,YouTube,78553.86,381742,6227,11368,198,89,307302.56,18-24,Chennai,17,Website Traffic,1.63,1.43,12.62,291.2
CAMP_1202,Google Ads,67339.28,206972,11212,23733,974,727,3197691.56,35-44,Coimbatore,13,Brand Awareness,5.42,6.48,6.01,4648.63
CAMP_1203,Google Ads,49808.0,161605,7148,19978,494,347,514514.64,25-34,Hyderabad,17,Lead Generation,4.42,4.85,6.97,933.0
CAMP_1204,Instagram,59304.63,303677,8479,21829,322,240,270152.3,18-24,Chennai,28,Brand Awareness,2.79,2.83,6.99,355.53
CAMP_1205,Instagram,9408.27,50668,1607,1948,63,47,75267.93,18-24,Chennai,29,Website Traffic,3.17,2.92,5.85,700.02
CAMP_1206,YouTube,64276.15,260796,6517,8348,288,116,411319.58,45-54,Hyderabad,26,Lead Generation,2.5,1.78,9.86,539.93
CAMP_1207,Facebook,64479.32,478397,18274,39767,972,476,761913.33,45-54,Coimbatore,15,Brand Awareness,3.82,2.6,3.53,1081.64
CAMP_1208,Instagram,89664.08,547102,21801,48006,854,410,1231504.15,18-24,Delhi,7,Lead Generation,3.98,1.88,4.11,1273.46
CAMP_1209,Google Ads,53037.35,187754,10193,26554,838,685,2072220.58,35-44,Delhi,6,Website Traffic,5.43,6.72,5.2,3807.1
CAMP_1210,LinkedIn,12328.72,30059,761,1679,65,39,76437.0,55+,Chennai,15,Website Traffic,2.53,5.12,16.2,519.99
CAMP_1211,Instagram,34088.61,179334,6315,9879,405,164,188176.0,55+,Hyderabad,11,Lead Generation,3.52,2.6,5.4,452.02
CAMP_1212,Instagram,67284.79,327916,8643,16851,283,140,327197.06,18-24,Chennai,27,Brand Awareness,2.64,1.62,7.78,386.29
CAMP_1213,Google Ads,27729.59,83715,4683,11681,252,198,311340.65,18-24,Bangalore,19,Sales,5.59,4.23,5.92,1022.77
CAMP_1214,YouTube,31650.14,149335,2765,7401,55,43,67256.45,18-24,Delhi,4,Sales,1.85,1.56,11.45,112.5
CAMP_1215,Facebook,82944.56,506366,10993,17359,226,181,503418.91,35-44,Mumbai,26,Lead Generation,2.17,1.65,7.55,506.93
CAMP_1216,Google Ads,60510.37,155288,6736,13899,421,229,761021.07,45-54,Bangalore,7,Brand Awareness,4.34,3.4,8.98,1157.67
